Product_ID,Product_Name,Category,Supplier,Store_ID,Inventory_Level,Units_Sold,Unit_Price,Purchase_Cost,Discount,Temperature,Holiday,Promotion,Lead_Time,Shelf_Life,Reorder_Level,Season,Demand,Stock_Status
94,Product_094,Grains,Supplier_6,9,327,64,5.88,4.05,25,36.4,1,1,3,57,111,Summer,73,Normal
95,Product_095,Grains,Supplier_5,8,208,7,38.42,22.32,5,25.4,0,1,3,220,87,Summer,19,Normal
96,Product_096,Meat,Supplier_4,1,36,87,38.46,32.81,10,20.7,1,1,6,344,75,Summer,82,Low Stock
97,Product_097,Meat,Supplier_7,6,48,92,32.61,27.77,20,18.6,1,0,8,264,115,Spring,91,Low Stock
98,Product_098,Beverages,Supplier_9,5,335,27,21.64,16.17,25,20.6,1,0,3,144,146,Spring,29,Normal
99,Product_099,Meat,Supplier_1,6,266,33,20.75,16.15,20,39.4,0,0,4,316,60,Spring,31,Overstock
100,Product_100,Vegetables,Supplier_5,6,186,69,17.86,12.64,10,18.7,0,0,4,58,146,Spring,73,Normal
101,Product_101,Vegetables,Supplier_3,5,131,51,27.08,17.89,15,26.2,1,1,5,112,125,Winter,47,Normal
102,Product_102,Dairy,Supplier_8,2,89,30,19.7,11.98,10,27.3,0,0,3,206,78,Rainy,35,Normal
103,Product_103,Grains,Supplier_8,7,337,24,17.21,10.48,0,37.8,0,1,10,30,92,Summer,28,Overstock
104,Product_104,Bakery,Supplier_11,8,218,40,22.83,13.03,10,19.3,1,0,4,112,142,Winter,49,Normal
105,Product_105,Meat,Supplier_5,10,145,65,34.83,30.86,15,16.9,1,0,1,8,129,Winter,72,Normal
106,Product_106,Dairy,Supplier_14,10,586,34,15.35,10.22,0,33.9,0,1,4,14,109,Winter,39,Overstock
107,Product_107,Meat,Supplier_15,5,438,28,9.13,6.35,15,26.9,0,1,10,208,64,Winter,33,Overstock
108,Product_108,Beverages,Supplier_15,3,51,98,23.67,18.32,20,34.4,0,1,9,301,62,Summer,97,Low Stock
109,Product_109,Frozen,Supplier_4,2,412,78,32.77,23.55,20,15.2,0,1,3,223,110,Rainy,77,Overstock
110,Product_110,Bakery,Supplier_8,10,77,44,4.41,3.65,15,18.2,0,0,8,312,43,Spring,54,Normal
111,Product_111,Household,Supplier_1,9,256,4,28.54,16.9,15,21.5,1,1,2,8,137,Summer,8,Normal
112,Product_112,Fruits,Supplier_2,4,507,84,30.45,21.23,15,30.1,1,1,2,308,77,Rainy,90,Overstock
113,Product_113,Vegetables,Supplier_6,5,41,67,48.38,41.47,25,35,1,0,8,293,117,Rainy,64,Low Stock
114,Product_114,Household,Supplier_9,9,381,44,29.27,17.95,5,26.3,0,0,6,286,136,Summer,55,Normal
115,Product_115,Grains,Supplier_12,9,164,91,9.41,6.49,5,24.7,1,0,6,237,100,Rainy,102,Normal
116,Product_116,Snacks,Supplier_7,3,578,90,28.27,22.23,5,23.6,0,0,5,88,99,Rainy,93,Overstock
117,Product_117,Household,Supplier_14,3,486,89,40.68,29.12,20,35.9,0,1,5,319,132,Summer,97,Overstock
118,Product_118,Household,Supplier_1,5,322,64,36.28,27.47,10,21.8,0,0,3,281,58,Rainy,75,Overstock
119,Product_119,Bakery,Supplier_6,9,382,25,27.6,15.42,20,25.2,1,0,5,201,90,Rainy,26,Overstock
120,Product_120,Frozen,Supplier_10,2,570,84,42.35,34.26,20,16.1,0,1,5,327,133,Spring,82,Overstock
121,Product_121,Frozen,Supplier_5,1,373,43,11.79,7.56,20,31.8,0,0,1,162,134,Summer,47,Normal
122,Product_122,Beverages,Supplier_12,6,558,52,3.53,2.98,0,29.3,0,1,6,56,77,Spring,49,Overstock
123,Product_123,Frozen,Supplier_11,8,56,40,40.85,32.18,15,39.2,0,1,2,230,91,Summer,45,Low Stock
124,Product_124,Household,Supplier_9,4,272,80,37.24,21.3,20,17.2,0,0,4,271,115,Rainy,83,Normal
125,Product_125,Bakery,Supplier_11,5,392,6,45.94,32.4,15,32.6,1,1,7,187,117,Winter,3,Overstock
126,Product_126,Bakery,Supplier_7,8,268,85,12.42,7.64,20,26.1,0,1,1,209,109,Spring,82,Normal
127,Product_127,Household,Supplier_14,5,244,67,4.63,3.93,0,25.5,0,0,8,338,44,Spring,76,Overstock
128,Product_128,Beverages,Supplier_15,4,413,65,36.42,29.34,0,32.5,0,0,7,331,48,Rainy,62,Overstock
129,Product_129,Meat,Supplier_13,10,187,93,15.42,12.19,0,26.2,0,0,6,261,123,Winter,103,Normal
130,Product_130,Grains,Supplier_6,7,108,71,16.29,9.22,25,39.1,0,0,7,99,117,Rainy,82,Low Stock
131,Product_131,Fruits,Supplier_14,5,156,31,43.68,30.35,20,24.7,0,1,3,16,126,Summer,35,Normal
132,Product_132,Bakery,Supplier_11,1,257,57,30.09,24.43,15,18,1,1,4,251,150,Spring,54,Normal
133,Product_133,Beverages,Supplier_7,2,454,12,9.02,6.87,0,33,1,0,7,333,147,Summer,22,Overstock
134,Product_134,Frozen,Supplier_9,7,65,56,42,30.97,20,17.1,1,0,5,188,53,Summer,56,Normal
135,Product_135,Dairy,Supplier_10,10,40,78,23.25,15.57,10,19.4,0,0,9,300,113,Summer,85,Low Stock
136,Product_136,Grains,Supplier_8,1,121,53,49.44,29.39,10,16.4,0,0,1,115,139,Winter,50,Low Stock
137,Product_137,Vegetables,Supplier_3,1,150,36,48.18,34.49,20,34.1,1,1,10,340,61,Winter,44,Normal
138,Product_138,Snacks,Supplier_11,10,33,91,30.68,17.89,15,34,1,0,5,270,133,Winter,94,Low Stock
139,Product_139,Frozen,Supplier_7,3,505,40,45.35,38.32,20,24.6,0,1,2,262,150,Winter,48,Overstock
140,Product_140,Fruits,Supplier_11,3,55,61,30,21.99,0,39.4,0,1,2,44,142,Winter,65,Low Stock
141,Product_141,Beverages,Supplier_15,1,84,12,6,3.93,10,25.4,1,0,1,133,150,Spring,18,Low Stock
142,Product_142,Meat,Supplier_8,8,513,64,45.87,25.75,15,24.4,1,1,3,118,134,Winter,67,Overstock
143,Product_143,Snacks,Supplier_6,10,132,59,25.89,19.41,20,28.5,1,0,10,48,40,Summer,57,Overstock
144,Product_144,Fruits,Supplier_12,4,106,80,37.94,25.7,10,38.4,0,1,3,36,119,Spring,76,Low Stock
145,Product_145,Meat,Supplier_12,8,469,88,14.5,8.87,15,17.1,0,0,10,244,129,Winter,89,Overstock
146,Product_146,Meat,Supplier_6,4,465,60,1.14,0.71,0,38.5,0,1,10,93,59,Rainy,62,Overstock
147,Product_147,Meat,Supplier_1,8,520,67,23.93,15.24,10,27.1,0,1,3,310,92,Rainy,71,Overstock
148,Product_148,Frozen,Supplier_5,7,511,83,1.3,1,20,40,0,1,1,163,150,Spring,82,Overstock
149,Product_149,Vegetables,Supplier_12,10,32,68,36.05,24.92,25,23.8,0,1,10,3,64,Rainy,71,Low Stock
150,Product_150,Grains,Supplier_5,3,445,69,33.66,26.42,15,27.8,1,1,4,288,67,Spring,68,Overstock
151,Product_151,Bakery,Supplier_11,7,475,62,19.88,16.94,25,38.4,1,1,10,248,141,Spring,65,Overstock
152,Product_152,Grains,Supplier_1,4,136,15,27.14,19.62,0,23.8,0,1,5,120,98,Summer,25,Normal
153,Product_153,Household,Supplier_10,5,598,27,9.78,6.34,20,38.3,0,1,2,342,67,Spring,32,Overstock
154,Product_154,Bakery,Supplier_14,2,290,75,41.45,33.7,15,36.2,1,0,4,294,55,Winter,82,Overstock
155,Product_155,Frozen,Supplier_9,3,340,67,32.19,23.01,0,26.7,1,0,4,313,69,Summer,68,Overstock
156,Product_156,Dairy,Supplier_1,10,583,58,38.53,33.68,10,33,0,0,10,49,105,Spring,63,Overstock
157,Product_157,Household,Supplier_4,4,303,46,49.03,30.93,25,37.7,1,1,5,81,108,Summer,50,Normal
158,Product_158,Household,Supplier_15,4,98,85,35.97,27.38,25,26.3,0,1,6,163,74,Spring,90,Normal
159,Product_159,Beverages,Supplier_9,3,269,79,33.54,20.06,20,26.7,1,0,7,112,53,Winter,76,Overstock
160,Product_160,Meat,Supplier_9,3,363,20,34.94,25.13,0,24.7,0,1,2,263,66,Summer,19,Overstock
161,Product_161,Meat,Supplier_3,4,122,76,9.52,6.95,20,29,1,0,5,224,119,Summer,77,Normal
162,Product_162,Grains,Supplier_15,1,125,90,47.16,27.05,10,39.6,1,0,9,353,91,Winter,93,Normal
163,Product_163,Beverages,Supplier_13,5,593,46,1.34,0.87,10,23.2,0,0,9,3,124,Rainy,52,Overstock
164,Product_164,Household,Supplier_13,4,502,33,38.12,28.62,0,38.3,1,0,5,284,103,Rainy,30,Overstock
165,Product_165,Frozen,Supplier_10,3,92,58,4.09,2.38,0,38.6,0,1,1,6,112,Summer,67,Low Stock
166,Product_166,Dairy,Supplier_11,10,328,10,24.3,21.55,20,17,1,0,9,44,114,Spring,9,Normal
167,Product_167,Grains,Supplier_15,5,292,62,33.57,27.41,10,32,1,1,10,88,42,Summer,66,Overstock
168,Product_168,Meat,Supplier_7,9,381,61,28.99,21.36,15,32.8,1,0,6,131,140,Rainy,68,Normal
169,Product_169,Vegetables,Supplier_4,9,133,80,36.3,32.29,15,37.6,1,1,8,329,87,Rainy,89,Normal
170,Product_170,Grains,Supplier_7,10,556,61,3.86,2.6,10,26.3,1,1,6,154,108,Winter,73,Overstock
171,Product_171,Meat,Supplier_10,8,397,27,41.47,33.5,15,18.1,0,1,6,42,122,Winter,25,Overstock
172,Product_172,Dairy,Supplier_9,5,184,34,43.54,30.6,5,33.3,1,1,10,157,64,Spring,40,Normal
173,Product_173,Grains,Supplier_12,7,150,45,36.91,25.02,10,26.8,1,1,1,29,58,Spring,57,Normal
174,Product_174,Vegetables,Supplier_12,4,300,6,46.79,30.76,10,15.2,0,1,1,105,93,Winter,15,Overstock
175,Product_175,Meat,Supplier_8,1,194,18,23.29,13.44,5,21.3,1,1,7,37,56,Winter,15,Overstock
176,Product_176,Bakery,Supplier_1,5,122,56,48.36,31.83,20,36.8,0,0,2,69,61,Spring,59,Normal
177,Product_177,Household,Supplier_9,10,343,52,6.02,4.55,20,34.7,0,0,6,361,144,Summer,56,Normal
178,Product_178,Snacks,Supplier_4,1,490,46,12.65,9.35,0,18.8,1,1,10,134,59,Spring,42,Overstock
179,Product_179,Dairy,Supplier_10,5,364,89,42.22,31.19,25,18.6,0,0,3,343,146,Winter,88,Normal
180,Product_180,Snacks,Supplier_15,7,583,47,19.2,15.48,10,36.8,0,1,10,257,119,Spring,52,Overstock
181,Product_181,Snacks,Supplier_11,7,133,29,1.69,1.07,25,21.1,1,0,6,343,88,Winter,39,Normal
182,Product_182,Meat,Supplier_14,4,573,27,1.69,1.39,20,24.1,1,1,4,95,83,Summer,28,Overstock
183,Product_183,Meat,Supplier_9,5,445,97,4.21,3.47,20,31.8,1,0,1,31,65,Rainy,97,Overstock
184,Product_184,Bakery,Supplier_11,9,291,73,47.33,28.67,0,34.9,0,1,8,65,85,Summer,72,Overstock
185,Product_185,Bakery,Supplier_2,8,550,91,5.49,4.19,5,22,1,0,1,322,70,Winter,89,Overstock
186,Product_186,Vegetables,Supplier_10,1,90,95,39.37,29.49,5,16.9,1,1,6,349,92,Rainy,105,Low Stock
187,Product_187,Grains,Supplier_8,2,518,24,15.97,11.74,0,15.1,1,0,1,101,127,Summer,35,Overstock
188,Product_188,Meat,Supplier_8,2,368,26,10.43,8.84,15,28.7,0,0,6,352,138,Rainy,21,Normal
189,Product_189,Grains,Supplier_13,3,50,86,19.3,12.27,20,32.3,1,0,5,215,73,Spring,97,Low Stock
190,Product_190,Dairy,Supplier_13,3,398,80,13.49,10.81,20,30.2,0,0,5,234,144,Rainy,83,Normal
191,Product_191,Dairy,Supplier_1,6,108,95,8.24,5.88,15,32.5,1,0,3,103,113,Rainy,105,Low Stock
192,Product_192,Frozen,Supplier_12,1,133,54,5.95,3.49,5,20.7,0,1,4,337,81,Winter,60,Normal
193,Product_193,Bakery,Supplier_12,9,182,91,28.69,24.46,25,32.9,1,1,6,77,61,Winter,102,Normal
194,Product_194,Dairy,Supplier_5,2,294,45,1.93,1.57,5,24,0,1,10,98,127,Winter,43,Normal
195,Product_195,Vegetables,Supplier_9,6,282,14,43.45,33.09,0,30.6,0,0,6,63,45,Spring,24,Overstock
196,Product_196,Fruits,Supplier_7,1,408,57,28.96,20.54,10,32.8,0,1,8,181,138,Summer,62,Normal
197,Product_197,Household,Supplier_4,8,425,34,6.61,4.83,15,27.1,1,1,2,313,133,Rainy,31,Overstock
198,Product_198,Beverages,Supplier_6,7,66,4,47.28,38.59,15,22.8,1,0,9,62,99,Winter,15,Low Stock
199,Product_199,Grains,Supplier_7,8,102,2,19.92,13.43,10,39.6,0,0,6,225,139,Winter,6,Low Stock
200,Product_200,Fruits,Supplier_1,2,533,35,9.7,7.14,5,30.6,1,1,7,103,108,Spring,34,Overstock
1,Product_001,Meat,Supplier_7,10,278,82,23.4,14.17,20,35.8,0,1,2,23,59,Summer,94,Overstock
2,Product_002,Snacks,Supplier_5,1,198,46,10.86,7.2,0,21.9,0,0,7,217,119,Winter,58,Normal
3,Product_003,Frozen,Supplier_6,9,85,72,39.49,35.05,0,24,0,1,7,238,48,Summer,69,Normal
4,Product_004,Meat,Supplier_12,6,250,83,9.43,7.32,20,37.9,1,1,6,109,94,Spring,86,Normal
5,Product_005,Meat,Supplier_8,1,249,39,15.61,8.6,10,24.8,0,1,2,127,137,Summer,42,Normal
6,Product_006,Vegetables,Supplier_3,1,213,42,13.2,9.83,20,36.7,1,1,5,207,68,Winter,38,Overstock
7,Product_007,Household,Supplier_4,2,527,75,2.56,2.21,20,39.2,1,1,5,342,143,Summer,85,Overstock
8,Product_008,Frozen,Supplier_8,4,492,1,37.66,24.11,15,35.4,0,0,8,99,126,Winter,2,Overstock
9,Product_009,Fruits,Supplier_3,7,523,100,22.13,17.22,20,24.1,0,1,5,357,84,Spring,112,Overstock
10,Product_010,Frozen,Supplier_15,6,254,79,37.89,32.04,10,40,0,1,3,93,93,Spring,86,Normal
11,Product_011,Vegetables,Supplier_5,8,485,17,27.91,22.07,20,15.4,1,1,9,31,127,Summer,23,Overstock
12,Product_012,Fruits,Supplier_13,7,59,90,42.43,38.17,15,29.3,1,0,5,228,48,Winter,92,Normal
13,Product_013,Grains,Supplier_8,9,350,83,9.05,5.83,0,35.2,1,1,10,115,136,Summer,80,Normal
14,Product_014,Grains,Supplier_2,9,178,33,15.66,9.5,15,39.3,0,1,5,188,54,Winter,39,Overstock
15,Product_015,Bakery,Supplier_11,2,558,75,9.25,7.61,20,25.2,0,0,3,47,60,Winter,77,Overstock
16,Product_016,Grains,Supplier_4,3,60,38,35.26,23.49,25,18.6,0,1,5,87,147,Rainy,46,Low Stock
17,Product_017,Vegetables,Supplier_3,6,80,86,14.74,9.92,0,35.1,1,1,1,338,62,Summer,83,Normal
18,Product_018,Beverages,Supplier_6,10,363,4,49.54,43.46,20,21.9,0,1,8,330,86,Summer,2,Overstock
19,Product_019,Bakery,Supplier_2,10,44,47,31.74,21.62,5,36.3,1,0,5,190,94,Rainy,49,Low Stock
20,Product_020,Dairy,Supplier_8,2,453,84,42.8,38.31,20,27.8,0,1,3,299,146,Spring,88,Overstock
21,Product_021,Bakery,Supplier_12,2,282,36,44.9,30.03,25,29.4,0,0,4,353,125,Rainy,48,Normal
22,Product_022,Beverages,Supplier_11,1,321,62,7.47,6.5,20,27.4,0,0,1,263,80,Rainy,69,Overstock
23,Product_023,Bakery,Supplier_5,6,139,7,13.14,10.07,25,27.9,1,0,1,256,60,Rainy,7,Normal
24,Product_024,Household,Supplier_10,10,563,47,25.57,22.84,15,29.8,1,1,2,97,52,Rainy,47,Overstock
25,Product_025,Vegetables,Supplier_5,3,576,37,2.04,1.78,0,27.8,1,0,5,305,60,Winter,40,Overstock
26,Product_026,Vegetables,Supplier_8,3,264,87,8.35,7.19,25,20.2,1,0,5,181,101,Winter,93,Normal
27,Product_027,Fruits,Supplier_11,7,200,65,1.68,1.17,10,39.9,1,1,3,240,127,Winter,76,Normal
28,Product_028,Meat,Supplier_15,10,588,36,43.64,25.05,10,34.9,0,1,3,184,140,Spring,37,Overstock
29,Product_029,Snacks,Supplier_4,9,104,50,20.06,11.28,0,19.3,0,1,7,269,113,Rainy,46,Low Stock
30,Product_030,Household,Supplier_8,1,44,34,9.45,6.18,0,26.4,1,0,8,273,117,Rainy,34,Low Stock
31,Product_031,Vegetables,Supplier_1,7,378,83,48.99,35.02,5,24.3,0,1,8,314,43,Rainy,78,Overstock
32,Product_032,Dairy,Supplier_3,5,406,14,34.28,19.11,20,19.7,1,1,2,52,74,Spring,16,Overstock
33,Product_033,Household,Supplier_10,6,214,21,28.67,19.18,10,21,0,1,2,240,103,Rainy,28,Normal
34,Product_034,Vegetables,Supplier_6,2,496,64,27.37,21.94,20,27.6,0,0,3,168,60,Winter,67,Overstock
35,Product_035,Fruits,Supplier_10,9,501,55,20.47,12.7,15,32.3,0,0,1,347,133,Spring,50,Overstock
36,Product_036,Frozen,Supplier_4,7,130,78,21.5,16.2,10,24.1,1,1,3,315,117,Summer,81,Normal
37,Product_037,Household,Supplier_11,1,341,54,42.78,34.06,0,39.4,1,0,3,54,124,Summer,65,Normal
38,Product_038,Vegetables,Supplier_9,10,466,55,8.85,5.77,0,32.9,0,0,5,175,102,Spring,51,Overstock
39,Product_039,Fruits,Supplier_8,7,458,2,23.23,14.56,20,25.4,0,1,10,180,88,Winter,12,Overstock
40,Product_040,Fruits,Supplier_3,4,127,5,3.01,2.15,10,33.6,0,1,5,290,86,Winter,14,Normal
41,Product_041,Meat,Supplier_8,2,466,28,5.81,4.81,10,33.2,1,1,5,352,70,Summer,28,Overstock
42,Product_042,Household,Supplier_6,10,236,57,31.99,28.67,5,35.5,1,0,9,169,97,Summer,59,Normal
43,Product_043,Frozen,Supplier_12,10,596,98,15.7,9.85,5,39.3,1,0,9,101,113,Rainy,97,Overstock
44,Product_044,Household,Supplier_15,2,58,22,11.09,9.32,5,30.3,0,0,9,178,70,Rainy,21,Low Stock
45,Product_045,Grains,Supplier_1,9,368,72,4,2.23,5,30.9,1,0,4,282,83,Summer,77,Overstock
46,Product_046,Snacks,Supplier_11,9,52,86,21.25,13.82,15,31.4,1,1,1,175,79,Summer,81,Low Stock
47,Product_047,Household,Supplier_9,8,347,67,29.98,17.78,10,29.9,1,1,5,237,94,Rainy,77,Overstock
48,Product_048,Snacks,Supplier_1,4,510,10,34.55,20.96,15,27.7,0,0,4,318,101,Spring,22,Overstock
49,Product_049,Grains,Supplier_9,7,131,72,46.87,39.96,25,26.2,1,0,7,353,55,Rainy,70,Normal
50,Product_050,Grains,Supplier_4,9,440,100,4.92,3.3,10,16.6,1,1,4,51,110,Rainy,98,Overstock
51,Product_051,Snacks,Supplier_12,4,185,49,35.2,28.8,20,39.2,0,1,6,291,131,Summer,57,Normal
52,Product_052,Frozen,Supplier_3,5,353,80,3.63,2.65,0,39.5,1,1,5,161,122,Spring,77,Normal
53,Product_053,Vegetables,Supplier_4,10,568,26,44.81,27.78,15,15.3,1,0,5,11,41,Summer,31,Overstock
54,Product_054,Meat,Supplier_12,8,107,25,23.06,16.59,15,32.9,1,0,10,326,51,Rainy,35,Normal
55,Product_055,Fruits,Supplier_12,7,308,95,49.43,33.3,5,17.7,0,0,5,93,70,Winter,107,Overstock
56,Product_056,Fruits,Supplier_15,5,444,91,8.21,5.89,5,19,1,1,10,303,102,Summer,95,Overstock
57,Product_057,Snacks,Supplier_2,9,233,7,42.39,33.66,0,39.1,0,0,10,257,109,Summer,19,Normal
58,Product_058,Snacks,Supplier_6,10,396,56,40.81,30.12,25,19.1,1,0,1,340,58,Rainy,52,Overstock
59,Product_059,Snacks,Supplier_11,8,210,91,9.81,7.53,15,17,0,1,1,162,127,Winter,90,Normal
60,Product_060,Meat,Supplier_11,10,255,84,42.19,33.51,5,18.5,1,1,10,270,135,Rainy,95,Normal
61,Product_061,Dairy,Supplier_14,4,142,42,25.77,23,25,36.6,0,0,9,341,133,Rainy,52,Normal
62,Product_062,Frozen,Supplier_9,2,142,64,12.83,10.85,5,17.2,0,0,6,230,134,Winter,73,Normal
63,Product_063,Meat,Supplier_14,8,231,41,16.74,11.41,25,18.8,1,0,6,142,43,Spring,42,Overstock
64,Product_064,Frozen,Supplier_13,3,60,83,9.73,6.87,25,35.2,0,0,4,88,94,Spring,90,Low Stock
65,Product_065,Snacks,Supplier_10,4,242,31,31.26,18.02,10,38.6,1,0,1,312,72,Summer,40,Overstock
66,Product_066,Beverages,Supplier_9,2,540,95,29.84,16.46,5,36.5,1,0,7,30,58,Rainy,99,Overstock
67,Product_067,Meat,Supplier_4,1,112,94,5.78,5.08,15,21.3,0,0,8,159,57,Summer,94,Normal
68,Product_068,Bakery,Supplier_5,7,196,35,44.04,33.04,20,18.4,0,1,2,36,83,Summer,44,Normal
69,Product_069,Vegetables,Supplier_11,5,61,5,13.2,11.33,5,28.9,0,1,4,30,94,Summer,11,Low Stock
70,Product_070,Frozen,Supplier_8,9,149,96,9.96,6.14,10,30.9,0,0,6,350,91,Rainy,107,Normal
71,Product_071,Frozen,Supplier_9,6,117,84,37.97,28.21,20,33.7,0,0,2,134,72,Spring,95,Normal
72,Product_072,Frozen,Supplier_2,2,261,100,41.96,24.17,15,35.5,1,0,4,277,48,Winter,98,Overstock
73,Product_073,Beverages,Supplier_15,10,56,86,25.64,21.93,5,15.7,0,1,5,277,103,Winter,98,Low Stock
74,Product_074,Bakery,Supplier_7,9,300,67,3.46,2.42,25,29.8,0,1,7,289,140,Spring,67,Normal
75,Product_075,Meat,Supplier_11,9,594,67,23.92,15.65,0,27.7,0,0,5,159,150,Spring,72,Overstock
76,Product_076,Snacks,Supplier_8,6,302,15,6.02,4.62,0,39.5,1,0,1,315,48,Rainy,25,Overstock
77,Product_077,Meat,Supplier_8,3,72,18,2.5,1.68,20,17.3,0,1,10,317,142,Summer,19,Low Stock
78,Product_078,Bakery,Supplier_9,1,154,25,1.68,1.27,15,34.6,1,0,10,279,146,Rainy,26,Normal
79,Product_079,Vegetables,Supplier_5,8,237,74,27.79,18.58,15,19.8,1,1,5,264,145,Winter,86,Normal
80,Product_080,Snacks,Supplier_14,2,596,68,32.31,22.67,25,38.4,1,0,1,43,99,Winter,78,Overstock
81,Product_081,Dairy,Supplier_8,5,332,78,12.93,9.5,10,37.9,1,1,8,199,52,Summer,90,Overstock
82,Product_082,Meat,Supplier_10,3,549,64,5.9,4.93,15,15.3,0,1,3,78,120,Rainy,74,Overstock
83,Product_083,Bakery,Supplier_7,9,480,41,37.65,22.96,15,19.3,1,0,2,281,80,Spring,48,Overstock
84,Product_084,Frozen,Supplier_1,9,533,73,37.28,24.61,0,26.7,0,0,8,67,138,Spring,83,Overstock
85,Product_085,Meat,Supplier_10,4,351,47,33.73,23.48,20,28.6,0,0,7,62,50,Spring,48,Overstock
86,Product_086,Meat,Supplier_12,6,492,63,14.04,9.55,5,31.2,1,1,3,312,59,Rainy,66,Overstock
87,Product_087,Snacks,Supplier_4,10,318,95,39,31.3,15,21.6,1,1,4,209,66,Summer,97,Overstock
88,Product_088,Beverages,Supplier_9,10,421,11,12.07,8.61,20,27.9,0,1,6,146,112,Rainy,21,Overstock
89,Product_089,Household,Supplier_9,8,273,83,20.94,13.65,25,18.4,1,0,6,3,116,Spring,80,Normal
90,Product_090,Dairy,Supplier_8,10,327,100,13.79,9.34,0,39.7,1,0,4,89,101,Summer,109,Overstock
91,Product_091,Snacks,Supplier_11,9,524,78,35.29,30.99,10,33.1,1,0,4,6,121,Rainy,88,Overstock
92,Product_092,Snacks,Supplier_6,9,284,24,34.44,18.98,0,17.2,0,1,9,267,44,Spring,35,Overstock
93,Product_093,Meat,Supplier_9,4,410,34,13.81,9.78,15,37,0,1,3,155,136,Spring,40,Overstock
94,Product_094,Grains,Supplier_1,6,577,11,7.74,6.23,5,26.9,1,1,6,261,81,Rainy,23,Overstock
95,Product_095,Grains,Supplier_3,8,173,87,48.63,28.29,10,17.5,0,1,3,357,142,Winter,94,Normal
96,Product_096,Meat,Supplier_5,4,504,26,28.05,17.97,10,25.1,0,1,9,251,142,Summer,21,Overstock
97,Product_097,Meat,Supplier_3,6,224,44,15.37,9.5,0,22.5,0,0,8,110,89,Rainy,48,Normal
98,Product_098,Beverages,Supplier_10,3,368,17,46.54,38.48,0,38.3,1,0,4,107,89,Winter,17,Overstock
99,Product_099,Meat,Supplier_5,7,389,70,37.23,31.06,5,34.2,0,1,9,361,79,Summer,78,Overstock
100,Product_100,Vegetables,Supplier_14,4,600,68,20.91,13.12,5,17.4,1,0,3,285,111,Summer,76,Overstock
101,Product_101,Vegetables,Supplier_8,2,585,41,31.98,25.54,5,16.9,1,0,3,90,71,Rainy,48,Overstock
102,Product_102,Dairy,Supplier_12,4,442,41,34.01,28.32,5,21,1,0,1,253,143,Rainy,45,Overstock
103,Product_103,Grains,Supplier_5,2,377,51,10.95,9.69,0,23.4,1,1,4,38,131,Summer,48,Normal
104,Product_104,Bakery,Supplier_2,6,79,94,10.52,6.39,5,33.7,0,1,9,33,141,Summer,94,Low Stock
105,Product_105,Meat,Supplier_5,9,71,31,25.54,17,20,39.3,0,1,8,256,146,Rainy,35,Low Stock
106,Product_106,Dairy,Supplier_11,9,198,53,9.05,7.85,20,19.9,1,0,10,213,72,Summer,56,Normal
107,Product_107,Meat,Supplier_13,1,578,53,25.55,21.58,0,28,0,0,8,105,134,Summer,54,Overstock
108,Product_108,Beverages,Supplier_10,9,68,87,38.5,31.41,5,39,1,0,9,24,103,Rainy,99,Low Stock
109,Product_109,Frozen,Supplier_5,8,307,12,24.23,15.44,0,21.4,1,1,7,308,130,Rainy,20,Normal
110,Product_110,Bakery,Supplier_6,4,126,3,38.77,30.42,20,31.3,1,0,4,49,145,Summer,11,Low Stock
111,Product_111,Household,Supplier_10,3,284,28,35.85,25.18,10,24.6,1,1,3,29,65,Winter,33,Overstock
112,Product_112,Fruits,Supplier_11,5,320,71,21.96,18.28,10,36.6,1,1,6,213,117,Winter,67,Normal
113,Product_113,Vegetables,Supplier_4,8,73,7,28.07,23.04,10,34,0,0,6,88,51,Spring,15,Normal
114,Product_114,Household,Supplier_15,4,419,3,42.72,34.67,0,32.4,1,1,5,276,100,Spring,5,Overstock
115,Product_115,Grains,Supplier_4,7,494,77,23.82,20.46,10,16.1,0,0,9,94,135,Winter,76,Overstock
116,Product_116,Snacks,Supplier_12,10,347,97,6.97,4.98,5,39.8,1,0,5,144,76,Summer,102,Overstock
117,Product_117,Household,Supplier_9,5,312,92,4.52,2.84,10,37,1,0,9,31,88,Summer,91,Overstock
118,Product_118,Household,Supplier_10,8,151,54,3.14,2.56,10,20.9,0,0,5,82,128,Winter,62,Normal
119,Product_119,Bakery,Supplier_7,2,578,66,24.43,15.04,25,26,1,1,7,168,115,Spring,65,Overstock
120,Product_120,Frozen,Supplier_8,10,288,75,29.57,17.55,10,18.8,1,0,8,225,102,Winter,78,Normal
121,Product_121,Frozen,Supplier_1,1,423,10,4.84,3.9,5,25.1,0,0,7,301,64,Rainy,22,Overstock
122,Product_122,Beverages,Supplier_9,5,106,95,6.66,4.64,20,22.9,1,1,9,321,125,Summer,104,Low Stock
123,Product_123,Frozen,Supplier_3,3,426,72,7.23,4.68,5,25.8,1,1,10,365,71,Winter,67,Overstock
124,Product_124,Household,Supplier_7,2,243,45,48.13,29.4,15,34.7,0,0,10,179,131,Spring,48,Normal
125,Product_125,Bakery,Supplier_4,8,357,37,29.3,18.26,10,33.4,1,0,8,54,150,Summer,46,Normal
126,Product_126,Bakery,Supplier_9,5,374,80,38.46,26.56,0,20.8,0,0,4,183,84,Spring,83,Overstock
